Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C3",C_0603,2,47pF,
C2,C_0603,1,100nF,
C4,C_0603,1,10nF,
C5,Hidden,1,0.1uF,
C6,Hidden,1,2.2uF,
C7,Hidden,1,10uF,
"D1, D2, D3, D4, D5",SOT-363_SC-70-6,5,BAV99S,
D6,LED-RGB-1.6x1.6,1,RGB,
D7,D_1206,1,D,
D8,Hidden,1,Schottky,
J1,Molex_MiniSPOX_H2RA,1,DC,
J2,Molex_MiniSPOX_H10RA,1,I/O,
J3,USC16-TR-Round,1,USB-C,
L1,Hidden,1,6.8uH,
"R1, R12",R_0603,2,10k,
R10,R_0603,1,30k 1% or NF,
R11,R_0603,1,4k7,
R2,R_0603,1,680R,
R3,R_0603,1,2K,
R4,R_0603,1,220R,
"R5, R6",R_0603,2,5K1,
"R7, R8",R_0603,2,27R,
R9,R_0603,1,100k 1% or 0R,
U1,ESP32-PICO-MINI-02,1,ESP32-PICO-MINI-02,
U2,QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,1,FT231XQ,
U3,RegulatorBlockFB,1,LMR16006+FB,
