Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C4, C5",C_0402,3,100nF,
C2,C_0402,1,22uF,
C3,C_0402,1,1uF,
C6,C_0603_,1,10uF 50V,C1591
C7,C_0603_,1,10uF 6.3V,C1691
C8,C_0603_,1,100nF,
"D1, D2, D3, D4, D5",SMD1010,5,XL-1010RGBC-WS2812B,C5349953
J1,USB-C-Plug-V,1,USB-C-Plug-V,C399938
L2,L_4x4_,1,10uH,
R1,R_0402,1,10K,
R10,R_0402_,1,39k2,
R11,R_0402_,1,1M,
R2,R_0402,1,56K,
R9,R_0402_,1,124k,
U1,VEML6040,1,VEML6040,C78465
U2,ESP32-S3-MINI-1,1,ESP32-S3-MINI-1,C3013941
U5,SOT-23-6-MD8942,1,MD8942,C2684786
