Designator,Footprint,Quantity,Value,LCSC Part #
C1,C_0603,1,10nF,
C2,Hidden,1,0.1uF,
C3,Hidden,1,2.2uF,
C4,Hidden,1,10uF,
C5,C_0603,1,100nF,
D1,LED-RGB-1.6x1.6,1,RGB,
D2,Hidden,1,Schottky,
J2,Molex_MiniSPOX_H4RA,1,SPOX,
J3,PinSocket_1x05_P2.54mm_Vertical,1,Conn_01x05,
L1,Hidden,1,6.8uH,
R1,R_0603,1,680R,
R2,R_0603,1,2K,
R3,R_0603,1,220R,
R4,R_0603,1,10K,
R5,R_0603,1,100k 1% or 0R,
R6,R_0603,1,30k 1% or NF,
U1,ESP32-PICO-MINI-02,1,ESP32-PICO-MINI-02,
U2,SOT-23-Thin-6-Reg,1,LMR16006+FB,
